parent_asin,pagerank_score,pagerank_normalized,title,brand,subcategory,main_category,price,average_rating,rating_number,image_url
B0923K15YQ,0.4290509332116738,0.0,"CT Copper Tailor Built-in Range Hood Insert Vent 48 Inch, 1150 CFM with 4-Speed Fan, LED Light, Dishwasher-safe Baffle Filter,Stainless Steel",Ct Copper Tailor,Range Hoods,Appliances,1049.0,4.5,35,https://m.media-amazon.com/images/I/71KuKM5rOEL._AC_SL1500_.jpg
B0923TGD9M,0.4290509332116738,0.0,"Personal Air Cooler, Portable Air Conditioner Fan, Evaporative Mini Cooler Desk Fans with 400ML Water Tank and 3 Speeds, Cooling Mist Humidifier with Night Light, Small Desktop Cooling Fan for Room/Office/Dorm/Bedroom",Oufanpu,Unknown,Appliances,,4.0,3,https://m.media-amazon.com/images/I/61O6bsP+90S._AC_SL1024_.jpg
B093DWNPJ4,0.4290509332116738,0.0,"Living Enrichment Mini Portable Compact Personal Fridge Chilling and Warming, AC/DC Power, 4L 6 cans Capacity Includes Plugs for Home Outlet & 12V Car Charger, White (Renewed)",Amazon Renewed,Unknown,Appliances,23.27,3.8,10,https://m.media-amazon.com/images/I/41IiyB6+eBS._AC_SL1200_.jpg
B095GSD14D,0.4290509332116738,0.0,"Refrigerator Air Filter Replacement, 6 Pack Pure Air Ultra Carbon Activated Filter with Carbon Technology to Absorb Food Odors for Electrolux EAFCBF, PAULTRA, RAF1150 242061001,242047801, 242047804",Domuen,Water Filters,Appliances,,4.7,50,https://m.media-amazon.com/images/I/71FOPSPK13L._AC_SL1500_.jpg
B09739JY3G,0.4290509332116738,0.0,"Choice Manufactured Parts Auto Door Close Lever for Samsung Fridge, AP5651857, PS5575415, DA97-13070A, Black",Choice Manufactured Parts,Parts & Accessories,Tools & Home Improvement,11.87,4.8,26,https://m.media-amazon.com/images/I/51Z1erwlq8S._AC_SL1053_.jpg
B097H5HKB8,0.4290509332116738,0.0,33002535 Dryer Drum Belt fits for Whirlpool Sears Kenmore Admiral Dryer Replaces 6602-001655 WP33002535 33001777 AP4043963 PS2036214 791135 AH2036214,Savone,Replacement Parts,Appliances,15.99,3.9,12,https://m.media-amazon.com/images/I/71+NfwDpB+S._AC_SL1500_.jpg
B099RSLHL7,0.4290509332116738,0.0,Left The Gate Open Cow Sunflowers Dishwasher Door Cover Magnetic Sticker Home Kitchen Decor Vinyl Panel Decal Rustic Wooden Stickers 23 W x 26 H inches,Tup,Hoses,Amazon Home,33.95,4.4,39,https://m.media-amazon.com/images/I/71XAz1PQu4S._AC_SL1000_.jpg
B09BC6DZRY,0.4290509332116738,0.0,"Portable Washing Machine, 17.6 lbs Mini Compact Twin Tub Washing Machine, Wash (11lbs) and Spin Combo(6.6 lbs), Timer Control with Soaking Function, For Apartment, Dorm, RV, Camping - DSBP171",Fti,Portable Washers,Appliances,,4.1,41,https://m.media-amazon.com/images/I/61AhRG85gTL._AC_SL1500_.jpg
B09BQZXSD7,0.4290509332116738,0.0,"Vintage Wine Bottle Kitchen Dishwasher Magnet Cover Decal, Wine and Grapes Dishwasher Home Decor Sticker, Can Move Freely 23W x 26H inch (Magnetic)",Mlgb,Hoses,Amazon Home,37.89,4.5,33,https://m.media-amazon.com/images/I/61PXUoDCKNL._AC_SL1000_.jpg
B09FT5TS1P,0.4290509332116738,0.0,"Pour Over Coffee Dripper, Stainless Steel Coffee Filter Reusable Pour Over Coffee Filter Cone Coffee Dripper with Removable Cup Stand(Silver)",Sycooven,Reusable Filters,Amazon Home,,5.0,1,https://m.media-amazon.com/images/I/71MpQbhu5SL._AC_SL1500_.jpg
B09FYTXD3X,0.4290509332116738,0.0,"TWRAPS Screen Protectors (Tempered Glass) for Tesla Model S/Model X (Plaid & Long Range, Refresh) - 9H Hardness Back Only Clear",Twraps,Dryer Parts & Accessories,,,3.8,10,https://m.media-amazon.com/images/I/71BcfEQ8mzL._AC_SL1500_.jpg
B09JSDLK78,0.4290509332116738,0.0,ALL-TOP Refrigerator Slide Universal 26L to 65L Fridges/Coolers Expandable Series Portable Freezer Slide (Straps Included),All-top,"Refrigerators, Freezers & Ice Makers",Appliances,,3.7,26,https://m.media-amazon.com/images/I/61AkYO+4STL._AC_SL1500_.jpg
B09N93MMJ7,0.4290509332116738,0.0,"NXONE Mini Fridge,6 Liter/8 Can AC/DC Small Refrigerator,Portable Thermometric Cooler and Warmer Freezer Skincare fridge for Foods,Beverage,Medications, Home,Bedroom,Dorm,Office and Car",Nxone,Beverage Refrigerators,Appliances,,4.0,342,https://m.media-amazon.com/images/I/51EOLk0LtKL._AC_SL1500_.jpg
B09NVVC58F,0.4290509332116738,0.0,"DG64-00473A Stove Knobs for Samsung-Stainless Steel Gas Range Knobs 1 Pack with Metal D Shaft,for NX58H5600SS NX58H5600SS/AA NX58J5600SG/AA NX58F5500SS Oven Gas Range(1 Year Warranty)",Tomoon,Knobs,Tools & Home Improvement,11.47,4.6,71,https://m.media-amazon.com/images/I/61czcwuaatL._AC_SL1500_.jpg
B09NXNHVJR,0.4290509332116738,0.0,"Bordeaux Wine Magnet Kitchen Decor Dishwasher Panel Cover, Chef Magnet Dishwasher Vinyl Refrigerator Sticker, Magnetic 23\"x26\"INCH",Wowfeel,Hoses,Amazon Home,35.99,5.0,3,https://m.media-amazon.com/images/I/71SB9OaRUCL._AC_SL1080_.jpg
B09P57WY2Z,0.4290509332116738,0.0,Joenotjo wa ter fi lter - 3-Packs,Joenotjo,Water Filters,Appliances,,5.0,2,https://m.media-amazon.com/images/I/51R-C-ZyXnL._AC_SL1080_.jpg
B09T5N1YKT,0.4290509332116738,0.0,"Vestynska 26Lbs Portable Ice Maker, Compact Maker Countertop Machine, Self-Cleaning, 9 Cubes Ready in 6 Mins, Per Day, 2 Sizes of Bullet Ice, 2L Electric for Party Home Camping, Silver",Vestynska,Ice Makers,Industrial & Scientific,,4.2,122,https://m.media-amazon.com/images/I/81FoYjbwAVL._SL1500_.jpg
B09TDL47ZB,0.4290509332116738,0.0,"Anti Vibration Pads for Washing Machine, Rubber Feet, Stop Moving Shaking Walking Jumping, Anti-Vibration Machine Pads, 4 Pcs Suction Stabilized, Reduce Noise, Raise Appliance Feet Support",N\\a,Replacement Parts,Amazon Home,,3.3,3,https://m.media-amazon.com/images/I/718epye0clL._AC_SL1500_.jpg
B09TTW4388,0.4290509332116738,0.0,Set of 4 Sunflower Floral Yellow Electric STOVE RANGE BURNER COVERS Round White,Generic,Accessories,Amazon Home,,4.7,10,https://m.media-amazon.com/images/I/717Q3G0rqDL._AC_SL1156_.jpg
B09TX8MP6L,0.4290509332116738,0.0,Coffee Filter Holder with 50 Pieces Coffee Filter Farmhouse Basket Coffee Filter Storage Container Rustic Style White Round Coffee Filter Case for Coffee Bar Counter Decor Shelf Storage,Sawysine,Reusable Filters,Amazon Home,20.99,4.6,44,https://m.media-amazon.com/images/I/71E5QaDDEXL._AC_SL1500_.jpg
B09VPMPCMV,0.4290509332116738,0.0,"USHOBE 5pcs Stove Burner Covers, Reusable Gas Stove Burner Cover 0. 08cm Thickness Gas Stove Liners Gas Range Protector for Gas Stove Top Keep Stove Clean (Black, 27x27x0. 08cm)",Ushobe,Accessories,Amazon Home,9.71,1.0,1,https://m.media-amazon.com/images/I/51vi3wL+k5L._AC_SL1002_.jpg
B09W681PLR,0.4290509332116738,0.0,"W11366249 8540012 Washer Water Hose - Compatible Whirlpool Amana Kenmore Maytag - Replaces AP6888159 WP8540012 4929420 PS12723931 - Used to Transport Water, Made of Durable Materials",Partsbroz,Washer Parts & Accessories,Appliances,36.31,4.7,5,https://m.media-amazon.com/images/I/51KccHKS9eL._AC_SL1500_.jpg
B09XQ8F4DH,0.4290509332116738,0.0,"[NEW UPGRADE] AAP73252202 AAP73252209 Refrigerator Door Bin compatible with Replacement AAP73252206 AAP73252211 MEA62590401 2652311 AP5602939 PS3637058 EAP3637058 with Bottle Guide, Right",Fetions,Bins,Tools & Home Improvement,,5.0,2,https://m.media-amazon.com/images/I/51j-9jUwTrL._AC_SL1417_.jpg
B09YTSBJKY,0.4290509332116738,0.0,W11043011 Refrigerator Freezer LED Module Light for Whirlpool Kenmore Maytag Fridge Refrigerator -Replaces W10866538 EAP12070396 4533926 (PCB Board Only),Wosijm,Freezer Parts & Accessories,Tools & Home Improvement,11.79,3.8,11,https://m.media-amazon.com/images/I/615Uy9e0voL._AC_SL1300_.jpg
B0B53W8BJ5,0.4290509332116738,0.0,"WOHOGOOD F2WC9I1 Cap Ice Maker Compatible with ice2 f2wc9i1 W10565350, W10480323 (3-Pack)",Wohogood,Ice Makers,Industrial & Scientific,,2.9,2,https://m.media-amazon.com/images/I/71Fgpp4Ym1L._SL1500_.jpg
B0B55YXLMJ,0.4290509332116738,0.0,Voglife-Voglife-water-caps-L-1,Voglife,Water Filters,Amazon Home,,4.3,15,https://m.media-amazon.com/images/I/51oj9KBWDOL._AC_SL1500_.jpg
B0B5DBQ76D,0.4290509332116738,0.0,WATOOR 120 Cans Wine Cooler and Beverage Refrigerator - Mini Fridge with Glass Reversible Door for Soda Beer or Wine 3.2 Cu Ft,Watoor,Beverage Refrigerators,Appliances,229.99,4.4,48,https://m.media-amazon.com/images/I/71FuWuCAy4L._AC_SL1500_.jpg
B0B7159F8C,0.4290509332116738,0.0,"DACHUANG 10L Mini Foldable Washing Machine, Laundry Tub USB Powered Portable Ultrasonic Turbine Washer by for Socks",Dachuang,Portable Washers,Appliances,56.11,5.0,1,https://m.media-amazon.com/images/I/71Cwq5d60aL._AC_SL1500_.jpg
B0B7JJ3S77,0.4290509332116738,0.0,"Toddy® Cold Brew System - Staycation Edition, white, 7.25 x 7.25 x 12.5 inches & Filters (2-pack)",Toddy,Disposable Filters,Amazon Home,,5.0,4,https://m.media-amazon.com/images/I/51mQlY8F9rL._AC_SL1001_.jpg
B0B7R2FNXR,0.4290509332116738,0.0,"Island Range Hood 30 inch with 500 CFM,Stainless Steel Ducted Kitchen Vent Hood Extractor with Soft Touch Controls, 3 Speeds, 4 LED Lights, Baffle filter, Carbon Filters,Island Mount",Generic,Range Hoods,Appliances,,3.7,10,https://m.media-amazon.com/images/I/41qHgGobEUL._AC_SL1500_.jpg
B0B8HWRBLG,0.4290509332116738,0.0,"Coffee Filter Holder Acrylic Coffee Paper Storage Organizer Wall-mount Coffee Filter Container Dispenser Rack Stand for Fit #01 V60 Filter PaperChemex, Hario V60 and Melitta Cone Filters Paper (Black)",Homakover,Disposable Filters,Amazon Home,8.99,3.6,14,https://m.media-amazon.com/images/I/51tk9rGOx4L._AC_SL1500_.jpg
B0B9WN66J5,0.4290509332116738,0.0,"Haprait HP005 Replacement for ULTRAWF, Pure Source Ultra, Kenmore 9999, 469999, 46-9999, A0094E28261 Water and Ice, 3 PCS",Haprait,Water Filters,Appliances,46.6,4.5,158,https://m.media-amazon.com/images/I/61ez-O4d++L._AC_SL1500_.jpg
B0BD6QB192,0.4290509332116738,0.0,"5pcs Upgraded Wb03x24818 Gas Stove Knobs Replacement,Compatible with GE 4363588 AP5989029 PS11729081 EAP11729081,Specific D-Shape Model Not Universal,Stainless Steel Gas Range Oven Stove Knob",Wirelel,Knobs,Appliances,29.99,3.4,28,https://m.media-amazon.com/images/I/61303Le1RuL._AC_SL1500_.jpg
B0BDDLFX2C,0.4290509332116738,0.0,"Auto Scrolling Refrigerator Egg Drawer,Large Capacity Egg Holder Tray for Refrigerator,Adjustable Clear Egg Storage Container for Refrigerator,Home Essentials Organization Fit Fridge Shelf Under 0.6\"",Kingfurt,Egg Trays,Tools & Home Improvement,,3.3,3,https://m.media-amazon.com/images/I/71dl3biABUL._AC_SL1500_.jpg
B0BKQW5ZL7,0.4290509332116738,0.0,"4681JB1027C Evaporator Fan Motor DC 13 Volts / 3.1 Watts / 0.24 A for LG, Kenmore Refrigerators ODM-001F-03, 4681JK1004E, EAU60694512, PS3523323, AP4507961-1 Year Warranty",Ezatrading,Motors,Industrial & Scientific,25.4,5.0,4,https://m.media-amazon.com/images/I/51PXHxRx9pL._SL1500_.jpg
B0BKZHLSH3,0.4290509332116738,0.0,"WB30T10130 12inch Dual Haliant Radiant Surface Element Compatible With Ge, Range Haliant Element, Replace AP4344395,AH2321564,PS2321564",Wadoy,Accessories,Tools & Home Improvement,,5.0,3,https://m.media-amazon.com/images/I/71e-750cqhL._AC_SL1500_.jpg
B0BM9DMYXZ,0.4290509332116738,0.0,DGHAOP Universal U Shape Drain Hose Guide Assembly Fits All Drain Hose Washing Machine Discharge Hose Clip Hose Holder (1 x Grey U-Shape Drain Hose Guide + 2 x Cable Tie Adhesive Sticker),Dghaop,Hoses,Appliances,9.99,3.1,7,https://m.media-amazon.com/images/I/51EjV3tn46L._AC_SL1500_.jpg
B0BQ3LBNGH,0.4290509332116738,0.0,LCD Digital Thermometer Hygrometer Indoor Room Electronic Temperature Humidity Meter Gauge Sensor Station Weather for Home,Generic,Accessories,Amazon Home,,2.1,2,https://m.media-amazon.com/images/I/71otVuUTJPL._AC_SL1500_.jpg
B0BRWNMSG2,0.4290509332116738,0.0,ZVZIG 360° Universal Mobi,Zvzig,Stacked Washer & Dryer Units,Tools & Home Improvement,,2.9,7,https://m.media-amazon.com/images/I/71pW7hnhTKL._AC_SL1500_.jpg
B0BW82SZZF,0.4290509332116738,0.0,"4 Pack 5304525746 Cooktop Knobs Gas Stove Knobs, Compatible with Frigidaire Stove/Range Knobs Assembly, Surface Burner Control Knob Replaces 5304504839, 4960519, AP6997304, PS16227241, EAP16227241.",Deekool,Knobs,Appliances,24.99,4.2,18,https://m.media-amazon.com/images/I/61I1qlY0C4L._AC_SL1500_.jpg
B0C17PMR84,0.4290509332116738,0.0,"W11156487 W10823529 for Whirlpool KitchenAid Oven Range Cooktop Knob，Replacement Stove knob kitchenaid Parts, Control Speed The Surface is Chrome Plated（1pack）",Hq Pinshenghuo,Knobs,Tools & Home Improvement,13.59,4.4,19,https://m.media-amazon.com/images/I/61g3geCeExL._AC_SL1500_.jpg
B0C36LJMYF,0.4290509332116738,0.0,"VIVI SKY Reusable Coffee Filter for Ninja Coffee Maker, 4 cone Coffee Maker Filter #4 for Ninja Dual Brew Coffee Maker Ninja Coffee Accessories (5* K Cups)",Vivi Sky,Reusable Filters,,9.99,4.7,24,https://m.media-amazon.com/images/I/71vMYUCDKmL._AC_SL1500_.jpg
B0C5Y91LXT,0.4290509332116738,0.0,"Hamilton Beach, HBFRF513 Chest Deep Freezer, 5 Cu. Ft. Capacity, Granita Design",Hamilton Beach,Chest Freezers,Appliances,351.75,4.5,27,https://m.media-amazon.com/images/I/81ztmrEXnoL._AC_SL1500_.jpg
B0CCZSRCC3,0.4290509332116738,0.0,"NewAir 15” Wine, Beer, Beverage Refrigerator Cooler | 9 Bottle, 48 Can Capacity | Stainless Steel Built-in or Freestanding Dual Zone Drink Fridge |Triple-Pane Glass Door, Digital Temperature Control",Newair,Beverage Refrigerators,Appliances,829.49,4.5,15,https://m.media-amazon.com/images/I/811yJHz6bjL._AC_SL1500_.jpg
B0CJ42N9DF,0.4290509332116738,0.0,EvertechPRO 154701001 Splash Shield Kit Replacement for Frigidaire Dishwasher 1465007 154685101 AH2203346 EA2203346 (1),Evertechpro,Replacement Parts,Tools & Home Improvement,4.99,3.4,5,https://m.media-amazon.com/images/I/61MaZV5nt9L._AC_SL1500_.jpg
B000BPDBOQ,0.4290509332116738,0.0,Watts Water Technologies LFFSPBSPL48-1212 Washing Machine Hose,Watts Water Technologies,Washer Parts & Accessories,Tools & Home Improvement,,2.3,2,https://m.media-amazon.com/images/I/91s28wUT0TL._AC_SL1500_.jpg
B000GZ6ICS,0.4290509332116738,0.0,Maytag MDE2400AYW 24 High-Efficiency Compact Electric Dryer 3.7 Cu. Ft. Capacity,Maytag,Dryers,Amazon Home,,2.0,10,https://m.media-amazon.com/images/I/51gcdPQfYyL._AC_SL1275_.jpg
B000HEA8J2,0.4290509332116738,0.0,Mueller B & K 102-207 Washing Machine Shut Off Valve,Mueller B & K,Washer Parts & Accessories,Appliances,28.59,4.6,186,https://m.media-amazon.com/images/I/61RRm5S9TwL._AC_SL1000_.jpg
B000HM9V1K,0.4290509332116738,0.0,"Stanco Range Reflector Bowl Fits Ge, Hotpoint & Kenmore Ranges Produced Since 1990 Hd Chrome, Porcel",Stanco,Burner Rings,Tools & Home Improvement,7.65,3.9,30,https://m.media-amazon.com/images/I/91NVZ8gG4VL._AC_SL1500_.jpg
B000PSR4BK,0.4290509332116738,0.0,"Carol Wright Gifts 10706612 N/S DRIP KLEEN RGP-200 Chrome Range Pan/Orange Label (6.875\"), Round, Gas 4 inches",Carol Wright Gifts,Drip Pans,Appliances,7.58,4.4,98,https://m.media-amazon.com/images/I/51wt7pMGarL._AC_SL1000_.jpg
B000UW03DW,0.4290509332116738,0.0,"Zephyr ZTAE30AS Europa 30\" Stainless Steel Under Cabinet Range Hood",Zephyr,Range Hoods,Amazon Home,,3.6,11,https://m.media-amazon.com/images/I/61wy+g8H-GL._AC_SL1500_.jpg
B0011YN61E,0.4290509332116738,0.0,Scotsman : DCE33PA1BC 15 Ice Machine 26 lb Capacity Black (optional stainless steel panel),Zover,Ice Makers,Appliances,,4.5,2,https://m.media-amazon.com/images/I/71UpGAA96xL._AC_SL1500_.jpg
B001DPLYPQ,0.4290509332116738,0.0,Whirlpool 8268349 Hanger,Whirlpool,Parts & Accessories,Tools & Home Improvement,,5.0,2,https://m.media-amazon.com/images/I/51mhCyF-FpL._AC_SL1000_.jpg
B001ICVGPC,0.4290509332116738,0.0,Samsung DA61-03172A Rail-Veg L,Samsung,Parts & Accessories,Tools & Home Improvement,25.0,4.4,12,https://m.media-amazon.com/images/I/91sTFn7rrAL._AC_SL1500_.jpg
B0027A2G6M,0.4290509332116738,0.0,Whirlpool 8211900 Adapter Shaft and Disc,Whirlpool,Parts & Accessories,Tools & Home Improvement,,4.6,3,https://m.media-amazon.com/images/I/61cMoc2srSL._AC_SL1500_.jpg
B00294MOHM,0.4290509332116738,0.0,Frigidaire FPHD2481KF Professional 24 Built-In Dishwasher - Stainless Steel,Frigidaire,Built-In Dishwashers,Amazon Home,,2.3,5,https://m.media-amazon.com/images/I/6182kVbzOXL._AC_SL1500_.jpg
B002SZQ6SK,0.4290509332116738,0.0,Samsung SAMSUNG DA67-01716B FREEZER DOOR HANDLE END CA,Samsung,Parts & Accessories,Appliances,,4.0,6,https://m.media-amazon.com/images/I/71zjNySwcKL._AC_SL1500_.jpg
B002Y1W9IO,0.4290509332116738,0.0,Beckett F6 0.85-1.65 Burner Head,Beckett,Burners,Tools & Home Improvement,,4.4,3,https://m.media-amazon.com/images/I/71H1b7gVe1L._AC_SL1500_.jpg
B002ZNN886,0.4290509332116738,0.0,GENUINE Whirlpool 67004749 Shelf Bin Gallon,Whirlpool,Bins,Tools & Home Improvement,48.18,4.3,4,https://m.media-amazon.com/images/I/61t1ruSaK+L._AC_SL1500_.jpg
B0037A611C,0.4290509332116738,0.0,"12\" Gas Cooktop 2 Sealed Burners Electric Ignition LP Conversion Kit Included: Black",Verona,Cooktops,Amazon Home,,5.0,2,https://m.media-amazon.com/images/I/51OYbiLzb5L._AC_SL1000_.jpg
B003IXFH6I,0.4290509332116738,0.0,"Frigidaire FFEF3043LS 30\" Freestanding Electric Range with Ready-Select Controls and SpaceWise Expanda, Stainless Steel",Frigidaire,Freestanding Ranges,Appliances,,2.6,5,https://m.media-amazon.com/images/I/61zp2f8OJGL._AC_SL1215_.jpg
B003JUZOOA,0.4290509332116738,0.0,"Deflecto TF4 4\" Dryer Booster Fan",Deflecto,Vents,Appliances,,5.0,3,https://m.media-amazon.com/images/I/81yTRqylDbL._AC_SL1500_.jpg
B003OJAY0K,0.4290509332116738,0.0,True Door Gasket for T23 Freezer,True,Refrigerator Parts & Accessories,Industrial & Scientific,65.28,3.7,13,https://m.media-amazon.com/images/I/51ETEhEZVNL._SL1000_.jpg
B004JKSBWG,0.4290509332116738,0.0,Hotpoint Tumble Dryer Drive Belt To Fit Ariston Indesit Creda Proline Original,Hotpoint,Replacement Parts,Appliances,,4.3,27,https://m.media-amazon.com/images/I/61UFHYHZreL._AC_SL1500_.jpg
B004S00MME,0.4290509332116738,0.0,Frigidaire 131359600 Electrolux Trap-LINT,Frigidaire,Replacement Parts,Tools & Home Improvement,44.25,4.6,345,https://m.media-amazon.com/images/I/81IlUdontIL._AC_SL1500_.jpg
B004STYU14,0.4290509332116738,0.0,KRFGEN86307 - Yuban Filter Pack Coffee Filter Pack,Yuban,Disposable Filters,Grocery,,4.4,2,https://m.media-amazon.com/images/I/91PqI5DoNyL._SL1500_.jpg
B004XL1XSU,0.4290509332116738,0.0,4455381 Whirlpool Wall Oven Door Gasket,Whirlpool,Parts & Accessories,Tools & Home Improvement,,4.4,4,https://m.media-amazon.com/images/I/9125l+ND42L._AC_SL1500_.jpg
B0053F8K2C,0.4290509332116738,0.0,Whirlpool 4456836 Speed,Whirlpool,Parts & Accessories,Tools & Home Improvement,,3.4,4,https://m.media-amazon.com/images/I/71KTf6-ZPcL._AC_SL1500_.jpg
B005UIW7DK,0.4290509332116738,0.0,Genuine Viking Pc020126 Hinge Assembly Repl Pc020013,Unknown,Parts & Accessories,Appliances,139.42,4.4,18,https://m.media-amazon.com/images/I/81CRmBgEmyL._AC_SL1500_.jpg
B0061JQ4PO,0.4290509332116738,0.0,"Camco 00113 8\" GE/Hotpoint Plug-In for Electric Ranges",Camco,Burners,Automotive,46.29,1.0,1,https://m.media-amazon.com/images/I/7181HZPsqaL._AC_SL1194_.jpg
B008A9PJF4,0.4290509332116738,0.0,"WaterSentinel WSS-1 Refrigerator Water Filter Replacement for Drinking Water Filtration, Fits Samsung DA29, DA61, TADA29, HAFCU1, HAFCU1S, Carbon Block, Reduce Chlorine & Odor, White, 1 Pack",Watersentinel,Water Filters,Amazon Home,20.78,4.5,654,https://m.media-amazon.com/images/I/51gA4pnY9dL._AC_SL1000_.jpg
B0093Q97S8,0.4290509332116738,0.0,GE WB07X11276 Control Panel Asm Bb,Ge,Parts & Accessories,Tools & Home Improvement,,4.7,5,https://m.media-amazon.com/images/I/51NCZgG7g5L._AC_SL1000_.jpg
B0093R8WII,0.4290509332116738,0.0,GE WD03X10004 Spring Door,Ge,Parts & Accessories,Tools & Home Improvement,,5.0,1,https://m.media-amazon.com/images/I/41ULCoYxvyL._AC_SL1382_.jpg
B00AUDA5V6,0.4290509332116738,0.0,"LG Electronics 3391JJ1020C Refrigerator Vegetable Crisper Drawer, Clear with White Trim",Lg,Refrigerator Parts & Accessories,,,2.9,5,https://m.media-amazon.com/images/I/51MoQi-9fOL._AC_SL1500_.jpg
B00EDNTJXY,0.4290509332116738,0.0,"LG MCK63604901 Cover, Stirrer Fan",Lg,Parts & Accessories,Tools & Home Improvement,,4.9,25,https://m.media-amazon.com/images/I/71zGN92tUXL._AC_SL1500_.jpg
B00EECKMTE,0.4290509332116738,0.0,34001151 Whirlpool Washer Valve Water (cold),Whirlpool,Washer Parts & Accessories,Tools & Home Improvement,,5.0,6,https://m.media-amazon.com/images/I/71fDnwjBjyL._AC_SL1200_.jpg
B00EMIG1FO,0.4290509332116738,0.0,Scotsman 11-0586-21 Thermostat Kit,Scotsman,Parts & Accessories,Tools & Home Improvement,,5.0,3,https://m.media-amazon.com/images/I/515JL7NnqdL._AC_SL1000_.jpg
B00EMJQGZ8,0.4290509332116738,0.0,Waring 029808 Control Panel,Waring,Cooktop Parts & Accessories,Tools & Home Improvement,238.23,5.0,1,https://m.media-amazon.com/images/I/710xUsfzvZL._AC_SL1500_.jpg
B00EN9VNS2,0.4290509332116738,0.0,SOUTHBEND RANGE 1188958 Diameter Burner,Southbend Range,Cooktop Parts & Accessories,Appliances,190.95,5.0,1,https://m.media-amazon.com/images/I/519FdRlZu6L._AC_SL1000_.jpg
B00EO716GC,0.4290509332116738,0.0,Whirlpool W10340304 Range Oven Control Board Genuine Original Equipment Manufacturer (OEM) Part,Whirlpool,Parts & Accessories,Appliances,,5.0,3,https://m.media-amazon.com/images/I/51IQ5XXuy1L._AC_SL1000_.jpg
B00FBM4OHC,0.4290509332116738,0.0,Rubber Washing Machine Hose 3/4”hose x 3/4”hose x 4ft.,Avalon,Washer Parts & Accessories,Tools & Home Improvement,11.54,2.6,3,https://m.media-amazon.com/images/I/71Gir8Fo5fL._AC_SL1500_.jpg
B00FGX1LJ0,0.4290509332116738,0.0,"Maytag 36\" Electric Cooktop with 5 Burners Black Glass Frame-less MEC9536BB",Maytag,Cooktops,Appliances,,2.0,1,https://m.media-amazon.com/images/I/51A8htFbI8L._AC_SL1000_.jpg
B00GYI79XI,0.4290509332116738,0.0,GE WD15X10004 Water Inlet Valve,Ge,Parts & Accessories,,63.11,4.7,44,https://m.media-amazon.com/images/I/81p3Ewmw4xL._AC_SL1500_.jpg
B00H561XGM,0.4290509332116738,0.0,Genuine GE SmartWater MWF Refrigerator Internal Water Filter Cartridge,Ge,Water Filters,Appliances,36.0,4.6,406,https://m.media-amazon.com/images/I/61gRNvd5CZL._AC_SL1500_.jpg
B00HGAL8A8,0.4290509332116738,0.0,uxcell 200 Pcs 10mm Diameter Electric Cable White Plastic Circle Nail Clips,Uxcell,Washer Parts & Accessories,Tools & Home Improvement,9.99,5.0,2,https://m.media-amazon.com/images/I/51ARSYDmG3L._AC_SL1100_.jpg
B00HNQB0FI,0.4290509332116738,0.0,Nieco 14896 Large Shoulder Washer Bearing,Nieco,Cooktop Parts & Accessories,Tools & Home Improvement,,5.0,2,https://m.media-amazon.com/images/I/416f09K-6OL._AC_SL1000_.jpg
B00I9XFOPG,0.4290509332116738,0.0,"SAMSUNG RF25HMEDBSR French Door Refrigerator, 24.7 Cubic Feet, Stainless Steel",Samsung,Refrigerators,Appliances,,2.5,25,https://m.media-amazon.com/images/I/61oZunuZzlL._AC_SL1000_.jpg
B00IIH9YI6,0.4290509332116738,0.0,Samsung DG94-00607A Assy-Burner Head Fish(B),Samsung,Burner Rings,Tools & Home Improvement,128.66,4.3,65,https://m.media-amazon.com/images/I/71lrBPZDSvL._AC_SL1500_.jpg
B00KTPYA9S,0.4290509332116738,0.0,DMAFRIGFFFC07M1QW - Frigidaire 7.2 Cu. Ft. Chest Freezer,Frigidaire,Chest Freezers,Appliances,,2.6,6,https://m.media-amazon.com/images/I/41RI7VuZkdL._AC_SL1000_.jpg
B00L5G6K70,0.4290509332116738,0.0,GENUINE Whirlpool 280070 Control Electric,Whirlpool,Parts & Accessories,Tools & Home Improvement,,5.0,1,https://m.media-amazon.com/images/I/81l-Zs6+aGL._AC_SL1500_.jpg
B00LHR84TY,0.4290509332116738,0.0,Whirlpool 10359708Q Refrigerator Door Gasket,Whirlpool,Parts & Accessories,Tools & Home Improvement,,3.7,2,https://m.media-amazon.com/images/I/71X-6UZCDhL._AC_SL1500_.jpg
B00M0YUOY6,0.4290509332116738,0.0,General Electric WR60X10141 Evaporator Fan Motor Refrigerator,Ge,Parts & Accessories,Tools & Home Improvement,,4.0,12,https://m.media-amazon.com/images/I/617QkEMFeKL._AC_SL1444_.jpg
B00MHIIO56,0.4290509332116738,0.0,GENUINE Frigidaire 316101514 Overlay. Unit,Frigidaire,Parts & Accessories,,,5.0,1,https://m.media-amazon.com/images/I/71jFtURHZ6L._AC_SL1500_.jpg
B00NAP5RP0,0.4290509332116738,0.0,GE WB13K10033 Spark Module 6+0,Ge,Parts & Accessories,,,3.6,6,https://m.media-amazon.com/images/I/51ZqNBnXWZL._AC_SL1000_.jpg
B00NR5AP7S,0.4290509332116738,0.0,Whirlpool Dryer Control Board Part 8544799R 8544799 Model Whirlpool 11067082600,Whirlpool,Replacement Parts,Tools & Home Improvement,,5.0,1,https://m.media-amazon.com/images/I/51aPX3C37lL._AC_SL1487_.jpg
